Filename,Placement,MinHeight,MaxHeight,MinAngle,MaxAngle,MinScale,MaxScale,MinScaleY,MaxScaleY,PatchEdgeScaling,MaxXZRotation,MaxYRotation,MaxRaise,MaxLower,DestroyedByPlayerShip,DestroyedByTerrainEdit,IsFloatingIsland,CreaturesCanEat,Coverage,FlatDensity,SlopeDensity,SlopeMultiplier,DrawDistance
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,SMALLCLUMP,-1,128,0,35,1,1,1.4,1.8,1,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.4,0.4,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,SMALLCLUMP,-1,128,0,35,1,1,1.4,1.8,1,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.04,0.04,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,SMALLCLUMP,-1,128,0,35,1,1,1.4,1.8,1,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,FLORACLUMP,-1,128,0,45,1,2,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.15,0.05,0.05,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,SMALLCLUMP,-1,128,0,35,1,1,1.4,1.8,1,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.4,0.4,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,SMALLCLUMP,-1,128,0,45,1.5,2.5,1,1.5,0.4,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.05,0.05,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,SMALLCLUMP,-1,128,0,45,1.5,2.5,1,1.5,0.4,8,180,0,0,TRUE,TRUE,FALSE,FALSE,0.4,0.05,0.05,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,FLORACLUMP,-1,128,0,45,1,2,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.3,0.1,0.1,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,FLORACLUMP,-1,128,0,45,1,2,1,1,0.3,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.05,0.05,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/HQ/FOLIAGE/BARRENGRASSLARGE.SCENE.MBIN,SMALLCLUMP,-1,128,0,35,1,1,1.4,1.8,1,5,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.5,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/GROUNDFLOWER.SCENE.MBIN,FOREST,-1,128,0,40,1.2,1.5,1.5,1.7,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.06,0.06,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/GROUNDFLOWER.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,1.3,1.5,1.5,1.7,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.2,0.06,0.06,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/GROUNDFLOWER.SCENE.MBIN,FOREST,-1,128,0,40,1.2,1.5,1.5,1.7,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.07,0.04,0.02,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/GROUNDFLOWER.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,1.3,1.5,1.5,1.7,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0.07,0.02,0.02,1,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/GROUNDFLOWER.SCENE.MBIN,FOREST,-1,128,0,40,1.2,1.5,1.5,1.7,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,3,DetailObjects
MODELS/PLANETS/BIOMES/BARREN/PLANTS/GROUNDFLOWER.SCENE.MBIN,GRASSCLUMP,-1,128,0,40,1.3,1.5,1.5,1.7,0.5,0,180,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,1,DetailObjects
